target n_rounds n_threads time
0	2000	1	14.000000
0	2000	2	9.000000
0	2000	3	7.000000
0	2000	4	6.000000
0	2000	5	5.000000
0	2000	6	6.000000
0	2000	7	6.000000
0	2000	8	7.000000
0	2000	9	7.000000
0	2000	10	6.000000
0	2000	11	8.000000
0	2000	12	8.000000
0	2000	13	9.000000
0	2000	14	8.000000
0	2000	15	9.000000
0	2000	16	8.000000
0	2000	17	8.000000
0	2000	18	9.000000
0	2000	19	9.000000
0	2000	20	9.000000
0	2000	21	10.000000
0	2000	22	10.000000
0	2000	23	11.000000
0	2000	24	11.000000
0	2000	25	14.000000
0	2000	26	12.000000
0	2000	27	14.000000
0	2000	28	16.000000
0	2000	29	15.000000
0	2000	30	14.000000
0	2000	31	14.000000
0	2000	32	14.000000
0	2000	33	15.000000
0	2000	34	14.000000
0	2000	35	14.000000
