target n_rounds n_threads time
0	5000	1	52.000000
0	5000	2	42.000000
0	5000	3	38.000000
0	5000	4	30.000000
0	5000	5	27.000000
0	5000	6	27.000000
0	5000	7	31.000000
0	5000	8	30.000000
0	5000	9	31.000000
0	5000	10	30.000000
0	5000	11	31.000000
0	5000	12	32.000000
0	5000	13	34.000000
0	5000	14	36.000000
0	5000	15	36.000000
0	5000	16	36.000000
0	5000	17	39.000000
0	5000	18	41.000000
0	5000	19	41.000000
0	5000	20	43.000000
0	5000	21	44.000000
0	5000	22	47.000000
0	5000	23	48.000000
0	5000	24	49.000000
0	5000	25	50.000000
0	5000	26	51.000000
0	5000	27	53.000000
0	5000	28	55.000000
0	5000	29	57.000000
0	5000	30	57.000000
0	5000	31	57.000000
0	5000	32	59.000000
0	5000	33	59.000000
0	5000	34	61.000000
0	5000	35	62.000000
0	5000	36	64.000000
0	5000	37	65.000000
0	5000	38	68.000000
0	5000	39	70.000000
0	5000	40	73.000000
0	5000	41	74.000000
0	5000	42	74.000000
0	5000	43	75.000000
0	5000	44	77.000000
0	5000	45	75.000000
0	5000	46	78.000000
0	5000	47	75.000000
0	5000	48	76.000000
0	5000	49	76.000000
0	5000	50	74.000000
